ALT	Caption	Comments Count	Dimensions Height	Dimensions Width	Display URL	Comment	Hashtags/1	Hashtags/2	Hashtags/3	Hashtags/4	ID	Input URL	Is Sponsored	Latest Comments Id	Latest Comments Owner ID	Latest Comments Owner Profile Pic Url	Latest Comments Owner Username	Music Info Artist Name	Music Info Audio ID	Owner Username	Owner ID	Product Type	Location ID	Location Name	Timestamp
	"Aam > Everything else
 .
 .
 .
 #haldirams #haldiramsnagpur #Summers #Summer2025 #mango #Aam"	4	1136	640	https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/486112619_964439935872953_1865259715648813388_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QEEqpXzbGa8bmzpB7eH9Qsx8phUxGSDfxxSFxZuUTdwyZrNhVghG-7L7sIHxyaJqncSUIX975lr08xvNhq42Fws&_nc_ohc=row7Tjf3MD8Q7kNvwF8WTH-&_nc_gid=dkYs_7J7aHuP-aMuDBlWzg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfFJoD7WESzwUXxP_ABtac_8E_UJD4gcAs62PlDzqnHulw&oe=680BB5E4&_nc_sid=10d13b	Quantity to hai nhi kuch quality bilkul nhi hai	haldiramsnagpur	Summers	Summer2025	mango	3597662254817705516	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18081469480730758	71903210886	https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/474592277_997452658909430_4780779446531259587_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEEqpXzbGa8bmzpB7eH9Qsx8phUxGSDfxxSFxZuUTdwyZrNhVghG-7L7sIHxyaJqncSUIX975lr08xvNhq42Fws&_nc_ohc=2rYzyA-oc5wQ7kNvwHTFaZR&_nc_gid=dkYs_7J7aHuP-aMuDBlWzg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfHCrJ-aUq5jteS4XCpLwu5HrI4wccF24s1M9yxl7-R2lQ&oe=680BAD8A&_nc_sid=10d13b	bilbul519	zebarazvi54	3882522455297501	haldirams_nagpur	1460559443	clips	109524955741121	India	2025-03-27T17:00:41.000Z
Photo by Haldiram’s Nagpur on March 22, 2025. May be an image of ‎5 people and ‎text that says '‎Haldiram's UR TASTE TRADITION יוד Royal moves yaa Knights ka vaar Kaun jeetega iss baar?‎'‎‎.	"Aap kisko support kar rahe ho?
 .
 .
 .
 #haldirams #haldiramsnagpur #ipl #ipl2025 #iplupdates"	3	1350	1080	https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/485605702_18493398547015444_8920191686926754638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEY8oP8s-1-UG1XiW0xjSzOldOKRuEVQr686iWSTgdy10oQl9JVWg1zuV1x0wn2Ii8&_nc_ohc=QnxtMhnzKc0Q7kNvwFFmIyF&_nc_gid=feabk4m50VbRkWRZ5llFyQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfG7LGOmnpX5s4AZ0ZrjwMPPKyuhTzWDlrrPacC1lcQXxw&oe=680BDD74&_nc_sid=10d13b	Please introduce salted chana.	haldiramsnagpur	ipl	ipl2025	iplupdates	3593872591152274895	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18024888251426540	57043118383	https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QEY8oP8s-1-UG1XiW0xjSzOldOKRuEVQr686iWSTgdy10oQl9JVWg1zuV1x0wn2Ii8&_nc_ohc=SX5BjMrklSwQ7kNvwH1ZZek&_nc_gid=feabk4m50VbRkWRZ5llFyQ&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AfEENXXrxr-dnbSCTP4b_7jFhCrNk8ogOlPhVa_lPGt0og&oe=680BD10F&_nc_sid=10d13b	ritu.p.sunshine			haldirams_nagpur	1460559443				2025-03-22T11:30:00.000Z
Photo by Haldiram’s Nagpur in India. Puede ser un dibujo animado de ‎2 personas, póster y ‎texto que dice "‎Haldiram's TASTE TASTEOFTHADITION OF TRADITION Apnon ke saath, Gud(i) shuruaat! #GudiPadwa loe. ei タ山 IO م‎"‎‎.	"Wish you Gudi-ness this #GudiPadwa!
 .
 .
 .
 .
 .
 #haldirams #haldiramsnagpur"	2	1349	1080	https://instagram.ftij1-3.fna.fbcdn.net/v/t51.2885-15/487281252_18495010474015444_6113801617856938349_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.ftij1-3.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGTkrtTJz2rIJO4syYGZeYXJNY_Ss90F1MERc9eqJcG_lGVpNUOpgsObgf9fJLEPm8&_nc_ohc=WQwXkuBh61YQ7kNvwHUMWPu&_nc_gid=dlCI11M17lxRJLiv4fVeNw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfHPwxdfTV8KZfUB5iicw5Us2vl3S7tFqUoCAhYwloT4Lg&oe=680BBA10&_nc_sid=10d13b	सभीको गुडीपाडवाकि शुभकामना	haldirams	haldiramsnagpur			3599399261311756503	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18084048511618490	49299212848	https://instagram.ftij1-3.fna.fbcdn.net/v/t51.2885-19/429331155_720107996587532_8841209748689106469_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.ftij1-3.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGTkrtTJz2rIJO4syYGZeYXJNY_Ss90F1MERc9eqJcG_lGVpNUOpgsObgf9fJLEPm8&_nc_ohc=pYJPoNAxAT0Q7kNvwEEmzC0&_nc_gid=dlCI11M17lxRJLiv4fVeNw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfEAjqi4DEMGcQoiDWL1-OZYbuy1VdQAfuKy7xI9R4vB1A&oe=680BBB8D&_nc_sid=10d13b	kamlesh_2385			haldirams_nagpur	1460559443		109524955741121	India	2025-03-30T02:30:00.000Z
	"If you share your snacks, besties hain hum 
 .
 .
 .
 #haldirams #haldiramsnagpur #Trending"	2	1920	1080	https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/485855251_18494113492015444_1168182315557683556_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFufh6Wxjgw8WadYf32i55qqBH5Aq3_ZuCasXqeCLMU8_3H-ZBpb2I-vQd2eShL2RvCA4HLk1D39kw_s3OHVpvR&_nc_ohc=Bzpq5shdc88Q7kNvwGEvtZu&_nc_gid=hNhKKL0poEKMVUqybXUDWw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfFNRf1Pgqpjm-eEbbwjpCwDI0cCQfbeW6CmHYtF_Pg7YQ&oe=680BCD00&_nc_sid=10d13b	❤️	haldiramsnagpur	Trending			3596123539002251309	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	17928788613015092	45523917344	https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/471680468_2447460122252349_805121873670623216_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFufh6Wxjgw8WadYf32i55qqBH5Aq3_ZuCasXqeCLMU8_3H-ZBpb2I-vQd2eShL2RvCA4HLk1D39kw_s3OHVpvR&_nc_ohc=JzCxo_O-PYgQ7kNvwGV8W6t&_nc_gid=hNhKKL0poEKMVUqybXUDWw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfHVrLTkj6e0C6iXYdgWSo0-GYTE8xx0zLo-w3Q_c2nNAg&oe=680BB1B2&_nc_sid=10d13b	bhavikadalwani_31	aparajita_ki_duniya_0.1	619357174484777	haldirams_nagpur	1460559443	clips	109524955741121	India	2025-03-25T14:41:12.000Z
Photo by Haldiram’s Nagpur in India. May be an image of mango, poster, wafer, hamper and text that says 'Haldiram's TASTE TRADITION Tell us your Aam κa Khaas Combination And win Haldiram's summer special hamper'.	"Contest Alert ✨
 
 Share your best combos with Aam and stand a chance to win an amazing Summer Special Hamper 
 
 Here’s how to enter:
 
 Comment with your favorite combo with mango
 Tag your friends
 Follow us
 Share it on your story and tag us! 
 
 #haldirams #haldiramsnagpur #contest #contestalert #contestwinner #contestalertindia #contesttime #contestgram #contestentry #contestindia #contestprep #contestday #contestoftheday #fyp #holiwaalihomecoming"	363	1349	1080	https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/485511650_18493042981015444_9125568951488113800_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGbEta7clSrErBZ_h_t9YCbozBM5WZEa5K2O4T7xR3p-tp-hFJh_C-Wxj0Cqkg6Kile0ucoUPCcVdLBZO6XmxPy&_nc_ohc=HOI_e7kPaHkQ7kNvwE0YT8j&_nc_gid=y27IMIVvz7h01mKl54Yx0Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfEDbNUj9-JOJXgcUO_ayCVSA3Au1xSdRLjTqhMJd4mZvg&oe=680BD8EB&_nc_sid=10d13b	I love a unique twist—mango paired with tangy lime, a sprinkle of chili powder, a pinch of sea salt, and a few fresh mint leaves. The spicy, tangy, and sweet blend creates an unexpectedly refreshing flavor combo! @get_benefits90 @suhana21____ @shrejal.gupta.509	haldiramsnagpur	contest	contestalert	contestwinner	3592502977881371760	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18066564208770661	65020901990	https://scontent-ord5-3.cdninstagram.com/v/t51.2885-19/476489094_1665378277522135_5298083702037605845_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGbEta7clSrErBZ_h_t9YCbozBM5WZEa5K2O4T7xR3p-tp-hFJh_C-Wxj0Cqkg6Kile0ucoUPCcVdLBZO6XmxPy&_nc_ohc=wvDw_dK4lwcQ7kNvwFu_bEE&_nc_gid=y27IMIVvz7h01mKl54Yx0Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGy2zig5_K4oBnjpfMgYx-MRuGOs7jqz0HipOWmCEBgeQ&oe=680BD917&_nc_sid=10d13b	uniquest_01			haldirams_nagpur	1460559443		109524955741121	India	2025-03-20T14:09:09.000Z
Photo by Haldiram’s Nagpur on March 19, 2025. gofret, süt ve yazı görseli olabilir.	"With Haldiram’s, din toh accha hai ji!
 .
 .
 .
 #haldirams #haldiramsnagpur #kesarmilk #buttermilk #gulabjamun #anardana"	6	1350	1080	https://instagram.fsaw2-3.fna.fbcdn.net/v/t51.2885-15/485664536_18492557362015444_8676037374642249792_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fsaw2-3.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QHyTXkJxGqrjAxZ_-R-PVYsarJVN9LZG0yGuEstoRmUT49YRhytmaCUmQd251CwPg0&_nc_ohc=ez0mi2MK-HYQ7kNvwGx6lMW&_nc_gid=2ZJtffaA-uixoIpr4SbK6g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfENvkKd5ERHdeTai_OZAZ1XFewJGkrJSWo3iad8diXvBw&oe=680BCEBF&_nc_sid=10d13b	❤️❤️	haldiramsnagpur	kesarmilk	buttermilk	gulabjamun	3591698237578819077	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	17981148734811881	43475302846	https://instagram.fsaw6-1.fna.fbcdn.net/v/t51.2885-19/426767933_396483919730390_176929689690730044_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fsaw6-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QHyTXkJxGqrjAxZ_-R-PVYsarJVN9LZG0yGuEstoRmUT49YRhytmaCUmQd251CwPg0&_nc_ohc=EkqO364xIeEQ7kNvwHP5OtU&_nc_gid=2ZJtffaA-uixoIpr4SbK6g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGRQMZ-maM-rNLlG03LWr1qj-4WkxBfU5lHSqc5WvRdvw&oe=680BE13C&_nc_sid=10d13b	d_chandni1			haldirams_nagpur	1460559443		109524955741121	India	2025-03-19T11:30:00.000Z
Photo by Haldiram’s Nagpur in India. Можда је илустрација на којој је текст.	"Summers waali sweet memories
 .
 .
 .
 #haldirams #haldiramsnagpur #ghibli #studioghibli #anime #ChatGPT #GhibliArt #GhibliStudioArt #Trending"	2	1349	1080	https://instagram.fbeg5-1.fna.fbcdn.net/v/t51.2885-15/487060224_18494679031015444_1121551660595479741_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fbeg5-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGhBBVi2sz2ErJjnF7CEJaqk0qLPCJsW5zD9kFQJHfaYwk_LoaFrgXFdNvFS8eIFT4&_nc_ohc=JgH5HXWzNPMQ7kNvwHiTK16&_nc_gid=L1leW4SyPDaW_wE86YZKNw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfFSVZ2B2lSDt0s3DdB5lSzAreMotQKEkC2XGo7yfejDBA&oe=680BCCFD&_nc_sid=10d13b		haldiramsnagpur	ghibli	studioghibli	anime	3598074375131372373	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18041937833424159	9643134539	https://instagram.fbeg5-1.fna.fbcdn.net/v/t51.2885-19/487942145_566967845752714_4800411853054709693_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbeg5-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QGhBBVi2sz2ErJjnF7CEJaqk0qLPCJsW5zD9kFQJHfaYwk_LoaFrgXFdNvFS8eIFT4&_nc_ohc=e7mI0CW5b-kQ7kNvwEYZHtP&_nc_gid=L1leW4SyPDaW_wE86YZKNw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfEn-x9nlDMoW-n8e76tgKZ7yn5WpzF0AD7UgHibMkICfw&oe=680BAD9C&_nc_sid=10d13b	arch__naah			haldirams_nagpur	1460559443		109524955741121	India	2025-03-28T06:38:31.000Z
Photo by Haldiram’s Nagpur in India. May be a doodle of ‎5 people, magazine, poster and ‎text that says '‎Haldiram's TASTP O TASTEOFTRADITION OF TRADITION יד မပုးု် BOg BC 3 Kings kÍ whistle yaa Aamchi Swag, Match mein milega kise victory tag?‎'‎‎.	"Manifest your team’s win in the comments!
 .
 .
 .
 #haldirams #haldiramsnagpur #ipl #ipl2025 #csk #cskfans #mumbaiindians #mumbaiindians✔️"	4	1349	1080	https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/485852830_18493593367015444_3259287548694735394_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHUmudAnHaQnTmc9wO-1ghYMf5usECSD1yArtbj140nAwGKvbHVpWGVK_X-ZUdFLL_9-0HmlVxUFRF9QCrKNM0e&_nc_ohc=oh73s8vyB8AQ7kNvwEc4sbq&_nc_gid=ueX4Jcm4W-ohvpAIMlmusw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGYj3jQlnZoBb7BOQEh6az2datBGTfe67v0gLAySnWkAA&oe=680BC4AC&_nc_sid=10d13b	❤️❤️rcb	haldiramsnagpur	ipl	ipl2025	csk	3594597429026368518	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18068799622730490	56933320793	https://scontent-lga3-3.cdninstagram.com/v/t51.2885-19/479165822_2040584889744298_1252282108661512696_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHUmudAnHaQnTmc9wO-1ghYMf5usECSD1yArtbj140nAwGKvbHVpWGVK_X-ZUdFLL_9-0HmlVxUFRF9QCrKNM0e&_nc_ohc=XwpUaCVjC_YQ7kNvwEzUybz&_nc_gid=ueX4Jcm4W-ohvpAIMlmusw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGBzfz6KVmFCXXJZjTjpZyL8g978g_qLJMoFDeDtwT1IA&oe=680BB831&_nc_sid=10d13b	manjinderworks			haldirams_nagpur	1460559443		109524955741121	India	2025-03-23T11:30:00.000Z
Photo by Haldiram’s Nagpur in India. May be an image of text that says "Haldiram's TASTE TASTEOFTRADITION OF TRADITION Haklirams Em Haldirams @NagpurHaldirams I have tasted breakfast. have tasted dinner. I |highly recommend bhujiya dono κe saath.".	"Har marwari ki mann ki baat 
 .
 .
 .
 #haldirams #haldiramsnagpur #bhujia #trend"	2	1349	1080	https://instagram.fbrs4-1.fna.fbcdn.net/v/t51.2885-15/484944768_18492536095015444_420385976274310877_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fbrs4-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QHS1ufNwzvzUibpGsF5Hf4gejjorZ6Shi0PKzHnGnCbDWFtdhoM1U63KunBLUWz5o9QbeuCeTT__F3c65tccp_-&_nc_ohc=mN07duTk0QsQ7kNvwHxbi7A&_nc_gid=KmOkePynz4JdifudWaucUg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGL3-WxQRwQNkb7wGOqCXS7VJNrIFct13xzkYWfDXT8PQ&oe=680BDD22&_nc_sid=10d13b		haldiramsnagpur	bhujia	trend		3590981014001591639	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18084778054616846	5831513161	https://instagram.fbrs4-1.fna.fbcdn.net/v/t51.2885-19/424701073_1539582560140988_4719232442547744817_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbrs4-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QHS1ufNwzvzUibpGsF5Hf4gejjorZ6Shi0PKzHnGnCbDWFtdhoM1U63KunBLUWz5o9QbeuCeTT__F3c65tccp_-&_nc_ohc=rGs-v6E-9PoQ7kNvwG3vt_3&_nc_gid=KmOkePynz4JdifudWaucUg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGMZ0Gr9stoY39Pet9whLh3ecLQCKjDBk7rnAnboQBBBw&oe=680BBC95&_nc_sid=10d13b	rajeev.kapoor.96930013			haldirams_nagpur	1460559443		109524955741121	India	2025-03-18T11:45:17.000Z
Photo by Haldiram’s Nagpur in India. May be a cartoon of chocolate bar, wafer, lego and text.	"Starter se yaad aaya, “starters” mein bhujiya chalega?
 .
 .
 .
 #Haldirams #HaldiramsNagpur #Trend #Actionfigure"	0	1349	1080	https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-15/489369542_18497377720015444_593658160325727323_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGKI1JfV7XfSo7cQuyNHo5xynffJfX1cye4PTkSUMSNVsxID4hckYglACmmFstW_b4&_nc_ohc=yRqGxbHkfYQQ7kNvwGOR4k0&_nc_gid=DuI71VHrYIw5MDDpk-S7SA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfFtEYeXq2w_h1DMVDG-jMlJ2jsqAmEJ2BZXMnQ5OfzjNg&oe=680BB69E&_nc_sid=10d13b		HaldiramsNagpur	Trend	Actionfigure		3606933128521714987	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE							haldirams_nagpur	1460559443		109524955741121	India	2025-04-09T11:59:17.000Z
Photo by Haldiram’s Nagpur in India. May be an image of text that says 'Haldiram's TAST RADITION Kaunsi meeting aur deadline? Doston ki toli αα rahi hai, Holi khelne jaana hai!'.	"TAG your toli to recreate bachpan wali Holi!
 .
 .
 .
 #haldirams #haldiramsnagpur #gujiya #gujiyas #gujiyasweets #gujiyalove #holi #holi2025 #holicolor #holiwaalihomecoming"	3	1349	1080	https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/483496856_18491374954015444_5103816996998637909_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHude1E4YxJ30psqXKJADRNB9wpTwVPxhZQfEspdEahUGbtjOxGCCMVQLdkGCqFj3d3lAjOJZyIjEa4HmFFfqP8&_nc_ohc=1JuyCNiuIWwQ7kNvwEvzYW2&_nc_gid=ywqNsJLEsNNx5LJHmEq4KA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfFdWgA9qVZ3DoJTI3FBaQ5Vzu6-XwpACLapy08AJhUxZQ&oe=680BD168&_nc_sid=10d13b	Bilkul #HaldiramsNagpur happy holi	haldiramsnagpur	gujiya	gujiyas	gujiyasweets	3587923674120197363	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18069966937860499	8936877401	https://scontent-mia3-1.cdninstagram.com/v/t51.2885-19/472408705_561853856677165_1902962413602150625_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHude1E4YxJ30psqXKJADRNB9wpTwVPxhZQfEspdEahUGbtjOxGCCMVQLdkGCqFj3d3lAjOJZyIjEa4HmFFfqP8&_nc_ohc=vOz21SmnCMUQ7kNvwEcoyp-&_nc_gid=ywqNsJLEsNNx5LJHmEq4KA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfFLWXdIDH7P17j5TcELue9SCsp7lDl8mgR4t0dRrKDdcw&oe=680BD2E2&_nc_sid=10d13b	voartistviennay			haldirams_nagpur	1460559443		109524955741121	India	2025-03-14T06:30:00.000Z
Photo by Haldiram’s Nagpur in India. May be an image of vegetable, spice, condiment and text.	"Rang barse toh snacks ki barsaat toh banti hai. Iss baar #holiwaalihomecoming toh banti hai
 .
 .
 .
 #haldirams #haldiramsnagpur #gujiya #gujiyas #gujiyasweets #gujiyalove #holi #holi2025 #holicolor #holiwaalihomecoming"	2	1349	1080	https://instagram.fyxd4-1.fna.fbcdn.net/v/t51.2885-15/483889869_18490871683015444_5104233487611343361_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fyxd4-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGtBHjoLHR4w6I8IuVQwENiCD4iYFjrrBuraZ2foRSllrmhFoSTMtslZvxfSP1F1Z-chqvIrNROMzsG-MR_Vyiv&_nc_ohc=fHxKowZWf1wQ7kNvwGzpaPJ&_nc_gid=tPGJ7iuIfZtEku1iAwN2DA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfHv-BZBp3hfTS7Zbb4oMIpnBmLiYKoEcDUoPVL3x_WvgA&oe=680BE14F&_nc_sid=10d13b	my favorite namkeen	haldirams	haldiramsnagpur	gujiya	gujiyas	3585786749632582810	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18079623925589219	49299212848	https://instagram.fyxd4-1.fna.fbcdn.net/v/t51.2885-19/429331155_720107996587532_8841209748689106469_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fyxd4-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGtBHjoLHR4w6I8IuVQwENiCD4iYFjrrBuraZ2foRSllrmhFoSTMtslZvxfSP1F1Z-chqvIrNROMzsG-MR_Vyiv&_nc_ohc=pYJPoNAxAT0Q7kNvwH2Lupf&_nc_gid=tPGJ7iuIfZtEku1iAwN2DA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfFrGZAQL0YsCN4FEy2efZVcP7GjIVbLOfC4DmxN_fqaJg&oe=680BBB8D&_nc_sid=10d13b	kamlesh_2385			haldirams_nagpur	1460559443		109524955741121	India	2025-03-11T07:45:12.000Z
Photo by Haldiram’s Nagpur in India. May be an image of hair product, smoothie, milk, juice, bottle, yoghurt, chocolate milk, wafer and text that says "Haldiram's TASTEOFTRADITION TRADITION AST Haldiram's WASPUR PASTE STEETRADITION thanda funda kesar milk 20 Real Made MadeWith Ingredients OUFED MILK @oe Souree... Of DECalcium NET NETQUANTI DUANTI 180".	"Us after 6th serving - Dil hai ki maanta nahi!
 .
 .
 .
 #haldirams #haldiramsnagpur #gujiya #gujiyas #gujiyasweets #gujiyalove #holi #holi2025 #holicolor #holiwaalihomecoming"	4	1349	1080	https://instagram.fltn3-2.fna.fbcdn.net/v/t51.2885-15/483607953_18491082958015444_1246056184626976363_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fltn3-2.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGD5KOKE1RM5gBWPyreUSojP-WOetC79lUbBEgu_6xohhhgWD0tVYGNLNTdInHsH7Y&_nc_ohc=62w3-mG8a4UQ7kNvwFCGDfe&_nc_gid=LC8DrIBlz0whlPzJtyOkoA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGMKc2dgp-fnRjpZptRAMofVkl-ATOtjgVXERse2I2MEg&oe=680BD87A&_nc_sid=10d13b	Main aapke brand ka promotion karna	haldiramsnagpur	gujiya	gujiyas	gujiyasweets	3586457229091877816	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18055857310905808	38511702369	https://instagram.fltn3-2.fna.fbcdn.net/v/t51.2885-19/491459713_623552034020678_8460887680742729593_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fltn3-2.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QGD5KOKE1RM5gBWPyreUSojP-WOetC79lUbBEgu_6xohhhgWD0tVYGNLNTdInHsH7Y&_nc_ohc=TnJxQYCc92YQ7kNvwFOTD5y&_nc_gid=LC8DrIBlz0whlPzJtyOkoA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfH03_SPOxSvoM6WUX22K2lyMHVodqp6yfOON8C-Cxf4Kw&oe=680BC5D3&_nc_sid=10d13b	sunil0002_			haldirams_nagpur	1460559443		109524955741121	India	2025-03-12T05:57:20.000Z
