Date	Post Type	Content	Image	Like	Retweet	Reply
2022-04-10T06:27:15.000Z	image	"As India celebrates the pious occasion of Ram Navami, we at Haldiram’s hope that you will celebrate this special day with pure flavours & taste of our Snacks and Sweets. Have a safe Ram Navami! 🏹
 #HaldiramsNagpur #RamNavami #LordRam #JaiShreeRam #Namkeen #indianfestival"	https://pbs.twimg.com/media/FP9mm-HagAAzp2K?format=jpg&name=small	5		2
2022-04-09T11:30:00.000Z	image	"When hunger strikes, there’s nothing that comes to your mind other than Haldiram’s. So why wait, order your favourite snacks & get set to rock the IPL with hunger-ka-perfect-partner. 🏏 ✨
 #HaldiramsNagpur #IPL2022 #MI #CSK #SRH #RCB #TataIPL2022 #Trending #Topical"	https://pbs.twimg.com/media/FP0mdRyaUAML2yU?format=jpg&name=360x360,https://pbs.twimg.com/media/FP0men5aMAMhSKa?format=jpg&name=360x360	2		2
2022-04-08T06:22:22.000Z	image	"Every bite of every cuisine tastes better when you have Haldiram’s Classic Lassi to sip along with. What dish would you pair your Classic Lassi with? Tell us in comments below. ⬇️
 #HaldiramsNagpur #HaldiramsOutlets #ClassicLassi #HaldiramsBeverage #FlavourBurst #Samosa #Lassi"	https://pbs.twimg.com/media/FPzSMdQVkAAgXKX?format=jpg&name=small	6		7
2022-04-07T03:30:00.000Z	video	"Bite into a Haldiram’s #ChocolateChipCookie and you’re sure to invent a word that compliments it, in a whole new different way? Tell us in comments how you’d describe that first bite of crunchy, chocolate-y goodness? 🤎
 #HaldiramsNagpur #Cookies #PremiumQuality"	https://pbs.twimg.com/ext_tw_video_thumb/1511729990777278464/pu/img/CRGqlAksd-4zuEjg.jpg	3	1	10
2022-04-06T03:30:00.000Z	image	"Hyderabadis, rejoice! We are glad to tell you you can pay for the delicious meals at Haldiram's Outlets in your city with Sodexo Meal Passes. Don't wait & come on over! Visit the Salarpuria Sattva or Hitec-City Outlet of #HaldiramsNagpur today!
 #Hyderabad #Sodexos #MealPass"	https://pbs.twimg.com/media/FPj-v3eVkAE5JaY?format=jpg&name=small	11	3	17
2022-03-27T04:30:00.000Z	image	"Want your daily fix of Namkeens, Cookies, Beverages, Snacks & Ready-to-Eat khaana? Just order online at & enjoy the freshest-of-fresh food without the stress. ✨
 #HaldiramsNagpur #DeliveringAcrossIndia #Haldirams #OfferAlert #OrderNow #HaldiramsOffers"	https://pbs.twimg.com/media/FOyfbtzacAEjFLa?format=jpg&name=small	8	1	2
2022-03-26T12:30:00.000Z	image	"All set for IPL that begins on 26th March? We sure are. So, order in your favourite Haldiram's Namkeens & Beverages & get set to cheer for your favourite IPL Team. Howzzat! 🏏
 #HaldiramsNagpur #IPL2022 #IndianPremierLeague #Twenty20Cricket #TataIPL #IPLT20 #Trending #Topical"	https://pbs.twimg.com/media/FOxPAz6aMAcitl4?format=jpg&name=small	10	1	
2022-03-23T08:11:32.000Z	text	Thank you for all the ever-memorable sweet moments ! #14YearsofFlyHYD		3		1
2022-03-22T03:30:00.000Z	image	"Some like it directly out of the packet & into their mouth. Some like it while sipping on a beverage. What kind of Haldiram’s Namkeen-Eater are you?
 #HaldiramsNagpur #BhelPuri #ThandaFunda #KesarBadamMilk #FlavouredMilk #Namkeen #Beverage #BingeEating #IndianSnacks #TuesdayTreats"	https://pbs.twimg.com/media/FOB-UCMaIAAyeFi?format=jpg&name=small	4		
2022-03-21T03:30:00.000Z	video	"Craving for South Indian or Biryani, Chaat or Sandwich or Pav Bhaji or a coldrink, Haldiram’s gives you all under one roof. 😉 So come on over to our restaurant or order online – in Mumbai, Pune, Hyderabad, Chandrapur, Shirdi, Nagpur.
 #HaldiramsNagpur #HaldiramsOutlets"	https://pbs.twimg.com/ext_tw_video_thumb/1504339939655581697/pu/img/2rtzdzHsuwarKZCe.jpg	3		
2022-03-20T03:30:00.000Z	image	"It’s International Day of Happiness today. Despite all of life’s challenges, stresses there’s always a reason to be happy – if you seek it. So be happy & spread your infectious smile, wherever you go.
 #HaldiramsNagpur #InternationalDayOfHappiness #BeHappy #Happiness #Smile"	https://pbs.twimg.com/media/FN_lZouaMAEPTJs?format=jpg&name=small	4		1
2022-03-19T03:30:00.000Z	video	"Holi just passed us by but our love for great food is a mood of its own. So, let’s just enjoy the rest of the weekend, eating & having a great time. Don’t forget to order on 😋
 #HaldiramsNagpur #Holi2022 #LongWeekend #Haldirams #FoodiesOfIndia"	https://pbs.twimg.com/ext_tw_video_thumb/1504167327998554113/pu/img/OqLuHkB7ddP-ibWR.jpg	6		1
2022-03-18T03:30:00.000Z	video	"Holi ka din hai, toh Bollywood gaana toh banta hai boss! Switch on the music, get your friends & enjoy the #FestivalofColours with dhol beats, gulal & #Haldirams Namkeen, Mithai & Beverages. Have a fun-filled Holi-day! 💙
 #HaldiramsNagpur #Holi2022 #HoliCelebrations"	https://pbs.twimg.com/ext_tw_video_thumb/1504162011185553409/pu/img/3qs-0Q4tobpSEgEW.jpg	4		
2022-03-09T06:48:08.000Z	image	"If you love a good South Indian breakfast, we have great news for you. Avail 50% off on all our South Indian breakfast items between 7 and 11 AM at our Pune Outlets (in NIBM, Spot 18 and FC Road). Hurry, order online or visit our outlets to enjoy this offer. 💥
 #HaldiramsNagpur"	https://pbs.twimg.com/media/FNY4bAXVcAA9NIQ?format=jpg&name=small	9		2
2022-03-09T03:30:00.000Z	video	"No matter what you want when it comes to yummylicious mithais, crunchy namkeens or deliciously authentic desi food, we’re here to satisfy your food cravings. So just order online or call us – we’re always there for you. 😉
 
 #HaldiramsNagpur #OrderOnline #HaldiramsOutlet"	https://pbs.twimg.com/ext_tw_video_thumb/1500879463827279878/pu/img/APakBey5XPrRUqfm.jpg	5		
2022-03-08T03:30:00.000Z	image	"Ready to get creative with your
 #FoodCombos? Then we have 3 insane options for you –
 tell us which of these excite you the most. Trust us,
 they’re all #Yummy & #Unique so do try them all out. 📝
 
 #HaldiramsNagpur #Snacks #Salad #Sandwich #Dessert
 #Cravings #EasyRecipes"	https://pbs.twimg.com/media/FNQv8MOaIAIkyh5?format=jpg&name=360x360,https://pbs.twimg.com/media/FNQv9h7aMAMGGVI?format=jpg&name=360x360,https://pbs.twimg.com/media/FNQwDKuakAAAduN?format=jpg&name=360x360,https://pbs.twimg.com/media/FNQwD9IaMAIvzZV?format=jpg&name=360x360	6	1	
2022-03-07T03:30:00.000Z	image	"Agree with the mirror’s judgement on everyone’s sadabahar sweet - Haldiram’s #OrangeBurfee? Or do you have a different opinion? Tell us in the comments below. ⬇️
 
 #HaldiramsSweets #IndiaSweets #Disney #MirrorMirrorOnTheWall #MagicMirror #MondayBlues #SweetTooth #FoodiesOfIndia"	https://pbs.twimg.com/media/FMxQAqnUUAEOHRV?format=jpg&name=small	8	1	2
2022-03-06T03:30:00.000Z	video	"Here’s your chance to win an exciting prize for telling us what your favourite #HaldiramsSnack to have with #Chai is. Share it on your #Instagram story & tag @haldirams_nagpur using the hashtag #MyChaiBuddyHaldirams. Stand a chance to win #Haldirams Voucher worth Rs. 500
 #Contest"	https://pbs.twimg.com/ext_tw_video_thumb/1498659925123231746/pu/img/StEBOA0MoTGA5TNd.jpg	91	63	80
2022-03-05T06:48:05.000Z	video	"Exactly! When you order our signature Pav Bhaji from the Haldiram’s restaurant menu, you can be assured that each bite will be rocking! So why wait, order abhi! 😋 ✨
 
 #HaldiramsNagpur #HaldiramsFood #PavBhaji #OrderNow #Swiggy #Zomato #HaldiramsOutlet #Shirdi #Cravings #Saturyay"	https://pbs.twimg.com/ext_tw_video_thumb/1500000130795114497/pu/img/cYnOMEnDCgHJonKK.jpg	5		
2022-03-04T03:30:00.000Z	video	"At Haldiram’s we know that drinking & driving is a big no-no, except if you’re sipping on a Haldiram’s Beverage which is healthy, safe & nourishing.
 
 #HaldiramsNagpur #DrinkAndDrive #ThandaFunda #BadamThandai #Chilled #SummerDrinks #WeekendAlert #Friyay #TGIF #Summer2022"	https://pbs.twimg.com/ext_tw_video_thumb/1498658181504925697/pu/img/m9ryvMLvbw6gNUy_.jpg	6		
2022-03-01T11:30:00.000Z	image	"This Holi, Who are you going to share your favourite Haldiram's Namkeens and Mithais with? Tell us in the comments below. 👇🏻
 #HaldiramsNagpur #Namkeen #Mithai #TapAndHold #TopicalSpot #MomentMarketing #Trending #TrendingNow #CreativeSpot #IndianSnacks #IndianSweets #KhattaMeetha"	https://pbs.twimg.com/media/FMwMYz-VgAEHSmj?format=jpg&name=small	10		
2022-02-19T03:30:00.000Z	image	"Which of these 3 habits are you guilty of doing? 😏 Now it’s for you to answer: #CantSayNoToHaldiramsBecause …? (tell us below!)
 #HaldiramsNagpur #Namkeen #Mithai #TastyNuts #MoongDal #Snacks #ThandaFunda #Cravings #PartyInMyMouth #Saturyay #WeekendVibes #CantSayNoToHaldirams"	https://pbs.twimg.com/media/FL4Nb1QVcAM1LGv?format=jpg&name=360x360,https://pbs.twimg.com/media/FL4Nb1RVcAQs39y?format=jpg&name=360x360,https://pbs.twimg.com/media/FL4Nb1RUcAA5niq?format=jpg&name=360x360	5	1	1
2022-02-18T13:30:00.000Z	image	Yes, you’re literally minutes away from yummy-licious desi food that includes #Biryanis, #Sandwiches, #PavBhajis, #Chaats, and more. 🤤 If you’re in #Mumbai, #Pune, #Hyderabad, #Chandrapur, #Shirdi, or #Nagpur, you just got lucky! Visit #Swiggy or #Zomato and order right now. ☎️	https://pbs.twimg.com/media/FLzsUuTacAEW00i?format=jpg&name=small	3	1	
2022-02-17T11:00:00.000Z	video	"Yaad aayenge aapke gaane.. 🎶
 From #DeDePyaarDe to #OohLaLa...You gave us so many hummable tunes.
 Thank you for the love & the music, #BappiDa!
 
 #HaldiramsNagpur #BappiLahiri #DiscoKing #GoldenMan #YaadAaRahaHai #YaarBinaChainKahan #MusicalTribute #BollywoodMusic #IndianMusic"	https://pbs.twimg.com/ext_tw_video_thumb/1494253276849905667/pu/img/iE9qhqwc0u8KSBry.jpg	3	1	
2022-02-14T03:30:00.000Z	video	"It’s #ValentinesDay at last, and it certainly calls for a celebration. Here’s to a day of great joy & deliciousness with your loved ones. And here’s to #Haldirams that we hope, will remain your first and forever love. 💘 Enjoy the day, folks! 💐
 #ValentinesDay2022 #VDay2022 #VDay"	https://pbs.twimg.com/ext_tw_video_thumb/1492555536700563456/pu/img/CE7OPzw9IrQmKjAt.jpg	3		
2022-02-13T03:30:01.000Z	video	"Remember your first kiss & how it made you feel? Well, that’s the exact same feeling when you bite into #Haldirams #GorusCookies. Open up a box & celebrate with a kiss 🍪 💋
 #HaldiramsNagpur #ValentinesDay2022 #HaldiramsCookies #KissDay #SweetTooth #Cravings #VDay #LoveIsInTheAir"	https://pbs.twimg.com/ext_tw_video_thumb/1491418529329192960/pu/img/GQBmsnP8vIU6Eyas.jpg	3		
2022-02-12T03:30:00.000Z	video	"Sometimes, all it takes is a warm hug to make someone’s day brighter. Imagine a hug that’s as warm & comforting as a #Haldirams #Mathri with #Chai Combo. Who would you dedicate such a hug to? 🤗 Tell us. 👇🏻
 
 #ValentinesDay #HugDay #Doobey #Bollywood #Gehraiyaan #Trending #VDay"		4		2
2022-02-11T03:30:00.000Z	image	"Promises are made to be kept, not broken. And as we approach #ValentinesDay, today’s the day to make a promise you mean to keep with sincerity. What is your promise to your sweetheart? Tell us below. ⬇️
 #Haldirams #ValentinesDay2022 #PromiseDay #TGIF #PromiseDay2022 #Friyay #VDay"	https://pbs.twimg.com/media/FLAE2AvVgAYHDNy?format=jpg&name=small	3		
2022-02-10T03:30:00.000Z	image	"On #TeddyDay today, make sure you hug and express your love to your buddies & sweetheart! 🧸 And if you want to make it extra-special, do gift a pack of #Haldirams #ThandaFunda #ChocolateMilk as well. 🍫🥛
 #HaldiramsNagpur #ValentinesDay2022 #TeddyDay2022 #VDay2022 #FlavouredMilk"	https://pbs.twimg.com/media/FLACarVUUAESYad?format=jpg&name=small	4	2	
2022-02-01T11:30:00.000Z	image	"When you feel like your batteries are down & you need something refreshing, just get some #Chai and open up a pack of #Haldirams #LemonBhel. Ho jao fresh, minton mein! 🔋 & now that February's here, are you ready for the #MonthOfLove? 😉
 
 #HaldiramsNagpur #EveningSnacks #Namkeen"	https://pbs.twimg.com/media/FKMuiV1VcAgitde?format=jpg&name=small	9		
2022-02-01T06:58:00.000Z	image	"Need a beautiful excuse to gorge on your favorite #Haldirams #Snacks & #Mithais? Well, it’s #ChineseNewYear & we are all for celebrating all festivals. It’s the Year of the Tiger, so make sure you eat like one! 😉
 
 #HaldiramsNagpur #NewYear #KhaaneKaBahana #BhujiaSev #SoyaSticks"	https://pbs.twimg.com/media/FKfhm5OVIAAxsGR?format=jpg&name=small	12	3	
2022-01-31T03:30:00.000Z	video	"When you think of yummy-licious #CholeBhature, your first thought is ‘wow’, right? Here you have it, a visual depiction of what you’re feeling. Go on, order one from your nearest #HaldiramsOutlet right away! 🧡
 #Haldirams #Mouthwatering #Cravings #Delish #DesiFood #AuthenticTaste"	https://pbs.twimg.com/ext_tw_video_thumb/1487084608269139973/pu/img/P9mWKtbvu9k1-rS6.jpg	8		
2022-01-30T03:30:00.000Z	image	"No matter what stage of life you’re in, one thing never changes: #GoodTaste. And #Haldirams will always be there to give you a reason to smile 💛 So look up & enjoy life! 🌈
 #HaldiramsNagpur #SundayFunday #Snacks #Happiness #HaldiramsNamkeen #SoyaSticks #TastyTreats #WeekendVibes"	https://pbs.twimg.com/media/FJ9LZigaQAYkQHM?format=jpg&name=small	2		
2022-01-29T03:30:00.000Z	image	"On #InternationalPuzzleDay, what better way to celebrate than solving a simple puzzle. So go on & search for the snacks we’ve named in the puzzle given. All the best! 👍
 #HaldiramsNagpur #PuzzleDay #HaldiramsSnacks #Saturyay #ContestAlert #WordSearch #HaldiramsGames #WeekendVibes"	https://pbs.twimg.com/media/FJ9KpfFagAMpNOP?format=jpg&name=small	59	36	52
2022-01-28T03:30:00.000Z	image	"When you feel like you need a dose of much-needed pep and taste, there’s not a moment to waste. Open up a pack of your favourite #Haldirams #Snack and bite in. 😬
 
 #HaldiramsNagpur #MoongDal #ChanaJorGaram #SaltedPeanuts #PhalhariChiwda #HaldiramsNamkeen #TGIF #Cravings #Friyay"	https://pbs.twimg.com/media/FJ9JtYHagAELNSH?format=jpg&name=small	7	2	
2022-01-27T03:30:00.000Z	image	"Sometimes even work has a way of sending you signs. 🤘🏻 All you need to do is understand it and follow it. So open up a pack of #Haldirams #AlooBhujia, take a break & enjoy the taste! 😋
 
 #HaldiramsNagpur #HaldiramsNamkeen #GoogleDocs #Cravings #Tasty #Snacking #HaldiramsSnacks"	https://pbs.twimg.com/media/FJ9H-txaAAEKlou?format=jpg&name=small	3		
2022-01-26T02:30:01.000Z	image	"On the momentous occasion of India's 73rd #RepublicDay, we at #HaldiramsNagpur say a proud #JaiHind to the tricolor that holds us all together. May our #Republic continue to prosper & grow, #HappyRepublicDay all! 🇮🇳
 
 #Haldirams #RepublicDay2022 #HaldiramsNamkeen #HalidramsMithai"	https://pbs.twimg.com/media/FJ9GrPGaQAQX-dA?format=jpg&name=small	3		1
2022-01-12T14:26:46.000Z	text	Legit question, we say. So which snack would you stock up on, for your midnight food cravings?		2		1
2022-01-12T05:55:14.000Z	image	"Legit question, we say. So which snack would you stock up on, for your midnight food cravings?
 a. Haldiram’s Gulab Jamun
 b. Haldiram’s Rasmalai
 c. Haldiram’s Thanda Funda Badam Thandai"	https://pbs.twimg.com/media/FI4TcaCagAMPg6v?format=jpg&name=small	14		4
2022-01-11T10:57:24.000Z	image	We all know that feeling when we’re feeling so hungry, we could scream with anger. And then when someone hands you over a pack of your favorite #Haldirams snack, sweet or dish, you feel like someone just handed you a lifeline, right? So tell us, what are you feeling right now? 🧐	https://pbs.twimg.com/media/FI0PBARVgAEWNS4?format=jpg&name=small	3		
2022-01-11T05:48:05.000Z	text	We all know that feeling when we’re feeling so hungry, we could scream with anger. And then when someone hands you over a pack of your favorite #Haldirams snack, sweet or dish, you feel like someone just handed you a lifeline, right? So tell us, what are you feeling right now? 🧐		4		
2022-01-10T03:30:00.000Z	image	"Awww! How cute is this message from the Season Favourite of #HaldiramsNagpur? Agree with it? Tell us below! 👇🏻
 
 And if you're craving our #MotichoorLaddoo, or #OrangeBurfee, you can always visit 
 #HaldiramsMithai #MondayMotivation #HaldiramsSnacks"	https://pbs.twimg.com/media/FIgQXGpVEAMqIi5?format=jpg&name=small	6	1	
2022-01-09T03:30:00.000Z	image	"#83TheFilm has been winning hearts by telling an inspiring story about India's legendary 1983 #CricketWorldCup win. But guess who's been winning hearts way before 1983 - #Haldirams #AlooBhujia! Want to know why? Just open a pack and enjoy! 😉
 
 #RanveerSingh #KapilDev #Bollywood"	https://pbs.twimg.com/media/FIgPH7AVUAQc9R8?format=jpg&name=small	6		
2022-01-07T03:30:00.000Z	video	"Come on, show us how fast your fingers work. Take a screenshot and give a pack of Haldiram’s Chana Jor Garam to the one who deserves it the most in your family. 👨‍👩‍👧‍👦
 
 #HaldiramsNagpur #ChanaJorGaram #Snacks #FamilyTime #Happiness #Family #Joy #Happiness #FunTimes #Munching"	https://pbs.twimg.com/ext_tw_video_thumb/1477963708462604289/pu/img/Sl-LUXddGPASeoiC.jpg	7		2
2022-01-06T03:30:00.000Z	image	"Whenever you want to take a journey of great taste, we recommend ordering #Haldirams #RajKachori from our restaurant menu. You’ll love the chatpata swaad & flavours 😝 So gear up to travel with great taste!
 #HaldiramsOutlet #Chaat #Tasty #Delicious #Yummy #Mouthwatering #Chatpata"	https://pbs.twimg.com/media/FILBsyqVIAUEdOk?format=jpg&name=small	8	1	2
2021-12-28T13:13:38.000Z	image	"We’re doing a 2021 round-up of our favourite homely dialogues and invite you to add to the list. Make it quirky! 📝
 
 #Haldirams #2021Roundup #HomelyDialogues #Masking #Snacking #WorkFromHome #OnlineShopping #HomeDelivery #Vaccination #Pandemic #Meetings #COVID19"	https://pbs.twimg.com/media/FHsnqwYVUAcynd_?format=jpg&name=360x360,https://pbs.twimg.com/media/FHsnsJgUYAM2yTX?format=jpg&name=360x360,https://pbs.twimg.com/media/FHsntdcVQAAqV3c?format=jpg&name=360x360,https://pbs.twimg.com/media/FHsnvjwUYAAE3OG?format=jpg&name=360x360	1		1
2021-12-27T03:30:00.000Z	image	"You don’t want to be that unlucky one who’s working late on 31st December, noh? So, we suggest you hurry & finish all your pending jobs. And party-party-party all night with us! 🥳
 
 #Haldirams #NewYearEve #NYE #FriendlyReminder #WorkDiaries #2022 #NewYearCountdown #Party #NewYear"	https://pbs.twimg.com/media/FHJcWA1VEAAXUm2?format=jpg&name=small	1		
2021-12-25T03:30:00.000Z	video	"‘Tis the season to be jolly, fa-la-la-la-la, la-la-la-la! Tell us what all you’ve accomplished on this delicious #Haldirams #XmasBingo. And share with all your friends. On that note, wishing you all a very #MerryChristmas! 🎄🎁
 
 #Haldirams #FestiveSeason #Christmas2021 #Xmas2021"	https://pbs.twimg.com/ext_tw_video_thumb/1473336540180856834/pu/img/oVxDvIOS5TqO360S.jpg	2		
2021-12-23T03:30:00.000Z	image	"On #KisanDiwas, we salute the farmers of our country for putting in so much hard work on their fields, throughout the day & night. Thanks to them, we are able to have 3 square meals a day. We salute you, #JaiHind! 🇮🇳
 
 #Haldirams #KisanDiwas2021 #Celebration #Inspiration #Respect"	https://pbs.twimg.com/media/FHJXG12VgAEpjsu?format=jpg&name=small	3	2	
2021-12-22T04:30:00.000Z	image	"On a cold wintry night, when the kids scream for Ice Cream, do them a favor. Just open up a tin of Haldiram’s #GulabJamuns and go creative. Then watch their reactions & you’ll know how much they loved this dessert. 🍨
 
 #Haldirams #Mithai #Yummy #WinterDelights #Cravings #Desserts"	https://pbs.twimg.com/media/FHJVqCbUcAEhNFz?format=jpg&name=360x360,https://pbs.twimg.com/media/FHJVqCaVUAEP0yT?format=jpg&name=360x360,https://pbs.twimg.com/media/FHJVqCcVcAASCEb?format=jpg&name=360x360	4		
2021-12-21T13:11:12.000Z	video	"When work is getting to be a drag, press the pause button, open up a pack of #Haldirams #Snacks and savour the #Tasty and #Delicious flavours! Feels like a vacation, right? 😉
 
 #NewYear #VacationMusic #HaldiramsPlaylist #WorkVibes #Flavours #Yummy #Cravings #EveningSnacks #Vacay"	https://pbs.twimg.com/ext_tw_video_thumb/1473279864236957697/pu/img/p1NJK8ibXVLjGH6F.jpg	5		
2021-12-19T03:30:00.000Z	video	"The #HolidaySeason calls for some pretty sweet surprises! This #Xmas, give your loved ones the best of #HaldiramsMithais. Go on, visit & order today!
 
 #Haldirams #FestiveSeason #Christmas #WinterSeason #Namkeen #Mithais #Cookies #Weekend #OrderToday"	https://pbs.twimg.com/ext_tw_video_thumb/1471722436668235778/pu/img/tvPHiZ-KHiO101RD.jpg	2		
2021-12-18T03:30:00.000Z	image	"Think you have a sharp eye? Then tell us how many #Haldirams #SoyaSticks have we hidden in this frame? Right answers only, folks!
 
 #HaldiramsNamkeen #EveningSnacks #WeekendVibes #SolarSystem #ContestAlert #Cravings #Trending #IndianSnacks #Happiness #SpotTheSnack #HaldiramsGames"	https://pbs.twimg.com/media/FGyZfEJUYAA-Lij?format=jpg&name=small	80	56	84
2021-12-11T05:20:26.000Z	text	Our snacks are definitely more than just a crush. 🤭 They're a lifetime love affair! 🥰 If your crush was a @NagpurHaldirams snack, what would they be?		5		
2021-12-10T03:30:00.000Z	video	#Winter is here & so is our #SpecialWinterSnackCollection. Chaahe #Gajak ho ya #PeanutChikki, #AssortedDryFruitsBurfee ya #Almonds – no matter what you crave, we've got your back! Enjoy #Winter2021 with #Snacks that give you a warm feeling. Visit to order	https://pbs.twimg.com/ext_tw_video_thumb/1468219647610667014/pu/img/B1cW6ubnycq5ePI_.jpg	3	1	
2021-12-09T03:30:00.000Z	image	"Why go anywhere when you can come to #Haldirams! So head to our brand new outlets in #AamchiMumbai at #ThaneWest & #KandivaliEast & binge on #Chaats, #Sandwiches, #Kachoris, #Biryanis, #PavBhajis & more! See you soon
 #HaldiramsOutlet #Thane #Kandivali #Mumbai #NowOpen #VisitToday"	https://pbs.twimg.com/media/FGApa_5UYAEKCxL?format=jpg&name=small	5	1	3
2021-12-06T03:30:00.000Z	image	"We were so tempted to catch this trend, that we went overboard na? But seriously, don’t you agree with our definition of #HaldiramsNagpur?
 
 #UrbanDictionaryChallenge #Trending #UrbanDictionaryName #MondayMotivation #TrendingFormat #TopicalSpot #MomentMarketing #UrbanDictionary"	https://pbs.twimg.com/media/FFsT7zWVEAMSYqi?format=jpg&name=small	3		
2021-12-05T03:30:00.000Z	image	Rumour mills have been going berserk about the proposed wedding of #Bollywood stars #VickyKaushal & #KatrinaKaif in #Ranthambore, #Rajasthan. But why believe rumors – when you can open up a pack of #Haldirams #BhujiaSev & #GulabJamun & enjoy. Trust us, it’s hotter than any rumor!	https://pbs.twimg.com/media/FFsS4U-UYAE8IBu?format=jpg&name=small	9	1	1
2021-12-04T03:30:00.000Z	image	"#BiggBoss15 is serving the audience loads of #Entertainment this season with its chatpate contestants, wildcard entries & dhamakedaar tasks. Just like #Haldirams #InstantBhel that promises you #PaisaVasool #Chatpata #Entertainment! So how about enjoying both tonight? 😉
 #BiggBoss"	https://pbs.twimg.com/media/FFsRXLyVUAMI3PX?format=jpg&name=small	1		
2021-12-03T17:43:47.000Z	text	Hello, thank you for reaching out to us. Yes, please visit to place your order. You may choose to deliver your items to your preferred location. Happy Snacking!		5		
2021-12-03T05:36:42.000Z	video	"Take your #FlavouredMilk drink seriously? Then tell us which #Haldirams Flavoured Milk drink would you ask out on a date – #ChocolateMilk, #FrenchVanillaMilk, #KesarBadamMilk, or #BadamThandai?
 
 #Doodh #FoodPun #Vanilla #Chocolate #FrenchVanilla #Humour #TGIF #SnackPun #Beverages"		3		
2021-11-22T06:14:49.000Z	text	"On #WorldTelevisionDay, we say #ThankYou to our TV sets for providing us with non-stop entertainment & yes, how can we forget to thank #Haldirams #Snacks too – for being the perfect partner in TV watching!
 
 #WorldTelevisionDay2021 #TelevisionDay #Happiness #TelevisionDay2021"		4	1	
2021-11-20T03:30:00.000Z	image	"When your favorite food comes to your table in a restaurant or home, what do you do first – take a picture or bite in? Tell us what kind of foodie you are below! 👇🏻
 
 #Haldirams #PavBhaji #FavouriteFood #Restaurant #TakeOutFood #OrderIn #YummyClicks #Mouthwatering #Instagram"	https://pbs.twimg.com/media/FEj1W1mVgAM8xGV?format=jpg&name=small	8	1	1
2021-11-19T06:30:00.000Z	image	"Today, we at #Haldirams would like to give out a strong message: Let’s stop labeling anyone including men. Because real men don’t need labels to define them, they just need a kind heart & an honest attitude. Happy #InternationalMensDay to our lovely menfolk!
 #MensDay2021 #Respect"	https://pbs.twimg.com/media/FEfvkyPVUAALzVG?format=jpg&name=small	2		
2021-11-19T03:30:00.000Z	image	"On the auspicious occasion of #GuruNanakJayanti, we at #HaldiramsNagpur wish all of you a year filled with peace, wisdom, and knowledge. May Guruji’s teachings always guide us on the path to righteousness & goodness. Happy #GuruPurab to all.
 
 #GuruNanakJayanti2021 #GuruPurab2021"	https://pbs.twimg.com/media/FEfvMwhVIAU2naS?format=jpg&name=small	3	1	
2021-11-17T06:24:16.000Z	image	"When it comes to #Coffee that’s got no crunch or #DalKhichdi that comes minus any toppings or a packet of #TastyNuts that everyone's gunning for, you say a big NO! What are the other food combinations that you avoid, tell us?
 
 #Haldirams #FoodCombos #Toppings #Snacking #Munching"	https://pbs.twimg.com/media/FEYBC8zUcAUoi_i?format=jpg&name=360x360,https://pbs.twimg.com/media/FEYBDJbVgAUcA5N?format=jpg&name=360x360,https://pbs.twimg.com/media/FEYBDWLUcAE_tfo?format=jpg&name=360x360,https://pbs.twimg.com/media/FEYBDi7VgAIhuYq?format=jpg&name=360x360	7		
2021-11-16T03:30:00.000Z	video	"Is it just us or does a mouth-watering plate of #PaniPuri make you drool too? Tell us below. 👇🏻 And if you’re in #Pune, #Nagpur, or #Hyderabad you can visit your nearest #HaldiramsOutlet to enjoy one (or more) plates of our delish Pani Puri! 😉
 
 #Chaat #Yummy #Delish #Cravings"	https://pbs.twimg.com/ext_tw_video_thumb/1459607007623729154/pu/img/pqAje0LmHjHCO9je.jpg	10	4	
2021-11-15T05:35:14.000Z	image		https://pbs.twimg.com/media/FENik8bUYAEiy31?format=jpg&name=small	3	1	
2021-11-15T05:35:12.000Z	image	"Every #Haldirams #Namkeen tells its own motivational story. ✨ All you need to do is eat it and figure it out. So, here's our list of favorites, got any of yours? Share them with us below. 📝
 
 #Snacks #LifeLessons #MotivationalPost #Inspiration #HaldiramsGyaan #MondayMotivation"	https://pbs.twimg.com/media/FENif-EVcAAhngX?format=jpg&name=360x360,https://pbs.twimg.com/media/FENihP9VQAIUtm8?format=jpg&name=360x360,https://pbs.twimg.com/media/FENiiUgVkAIj5m0?format=jpg&name=360x360,https://pbs.twimg.com/media/FENijR6VgAQFo4F?format=jpg&name=360x360	12	3	1
2021-10-30T03:30:00.000Z	image	"Tell us which one of the above is you when it comes to having your favourite snack Haldiram's Aloo Bhujia? And tag friends who would relate with this post!
 #Haldirams #AlooBhujia #Namkeen #Snacking #Savoury #Cravings #Snacks #TwoKindsOfPeople #Tasty #WeekendChill #FavouriteSnack"	https://pbs.twimg.com/media/FCjiLtrUYAEbcKr?format=jpg&name=small	8		2
2021-10-29T10:15:36.000Z	image		https://pbs.twimg.com/media/FC2_tEhVUAEw5aP?format=jpg&name=360x360,https://pbs.twimg.com/media/FC2_vIIVQAEz43G?format=jpg&name=360x360	2		
